DeviceId,DeviceName,OSPlatform,OSVersion,OSArchitecture,SoftwareVendor,SoftwareName,SoftwareVersion,CveId,VulnerabilitySeverityLevel,RecommendedSecurityUpdate,RecommendedSecurityUpdateId,CveTags,CveMitigationStatus
,server03.<domain>.com,WindowsServer2016,10.0.14393.6529,x64,microsoft,windows_server_2016,10.0.14393.6529,CVE-2024-20683,High,January 2024 Security Updates,5034119,[],
,server03.<domain>.com,WindowsServer2016,10.0.14393.6529,x64,microsoft,windows_server_2016,10.0.14393.6529,CVE-2024-20687,High,January 2024 Security Updates,5034119,[],
,server03.<domain>.com,WindowsServer2016,10.0.14393.6529,x64,microsoft,windows_server_2016,10.0.14393.6529,CVE-2024-21307,High,January 2024 Security Updates,5034119,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2022-35737,High,January 2024 Security Updates,5034127,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2022-37967,High,November 2022 Security Updates (Last updated at October 2023),5031361,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2023-21740,High,December 2023 Security Updates,5033371,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2023-35349,Critical,October 2023 Security Updates,5031361,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2023-35622,High,December 2023 Security Updates,5033371,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2023-35628,High,December 2023 Security Updates,5033371,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2023-35630,High,December 2023 Security Updates,5033371,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2023-35632,High,December 2023 Security Updates,5033371,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2023-35638,High,December 2023 Security Updates,5033371,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2023-35639,High,December 2023 Security Updates,5033371,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2023-35641,High,December 2023 Security Updates,5033371,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2023-35643,High,December 2023 Security Updates,5033371,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2023-35644,High,December 2023 Security Updates,5033371,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2023-36004,High,December 2023 Security Updates,5033371,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2023-36005,High,December 2023 Security Updates,5033371,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2023-36006,High,December 2023 Security Updates,5033371,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2023-36011,High,December 2023 Security Updates,5033371,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2023-36017,High,November 2023 Security Updates,5032196,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2023-36025,High,November 2023 Security Updates,5032196,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2023-36028,Critical,November 2023 Security Updates,5032196,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2023-36033,High,November 2023 Security Updates,5032196,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2023-36036,High,November 2023 Security Updates,5032196,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2023-36047,High,November 2023 Security Updates,5032196,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2023-36392,High,November 2023 Security Updates,5032196,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2023-36393,High,November 2023 Security Updates,5032196,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2023-36394,High,November 2023 Security Updates,5032196,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2023-36395,High,November 2023 Security Updates,5032196,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2023-36400,High,November 2023 Security Updates,5032196,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2023-36401,High,November 2023 Security Updates,5032196,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2023-36402,High,November 2023 Security Updates,5032196,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2023-36403,High,November 2023 Security Updates,5032196,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2023-36405,High,November 2023 Security Updates,5032196,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2023-36408,High,November 2023 Security Updates,5032196,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2023-36423,High,November 2023 Security Updates,5032196,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2023-41771,High,October 2023 Security Updates,5031361,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2023-41772,High,October 2023 Security Updates,5031361,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2023-41773,High,October 2023 Security Updates,5031361,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2023-41774,High,October 2023 Security Updates,5031361,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2023-44487,High,October 2023 Security Updates,5031361,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2024-20652,High,January 2024 Security Updates,5034127,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2024-20653,High,January 2024 Security Updates,5034127,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2024-20654,High,January 2024 Security Updates,5034127,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2024-20657,High,January 2024 Security Updates,5034127,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2024-20658,High,January 2024 Security Updates,5034127,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2024-20661,High,January 2024 Security Updates,5034127,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2024-20674,High,January 2024 Security Updates,5034127,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2024-20682,High,January 2024 Security Updates,5034127,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2024-20683,High,January 2024 Security Updates,5034127,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2024-20687,High,January 2024 Security Updates,5034127,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2024-20696,High,January 2024 Security Updates,5034127,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2024-20698,High,January 2024 Security Updates,5034127,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2024-20700,High,January 2024 Security Updates,5034127,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2024-21307,High,January 2024 Security Updates,5034127,[],
,server04.<domain>.com,WindowsServer2019,10.0.17763.4851,x64,microsoft,windows_server_2019,10.0.17763.4851,CVE-2024-21310,High,January 2024 Security Updates,5034127,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,bind-export-libs_for_linux,32:9.11.4-26.P2.amzn2.13,CVE-2023-2828,High,ALAS2-2023-2112 - Security Advisory 2023 July 05,ALAS2-2023-2112,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,bind-export-libs_for_linux,32:9.11.4-26.P2.amzn2.13,CVE-2023-3341,High,ALAS2-2023-2273 - Security Advisory 2023 September 27,ALAS2-2023-2273,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,bind-libs_for_linux,32:9.11.4-26.P2.amzn2.13,CVE-2023-2828,High,ALAS2-2023-2112 - Security Advisory 2023 July 05,ALAS2-2023-2112,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,bind-libs_for_linux,32:9.11.4-26.P2.amzn2.13,CVE-2023-3341,High,ALAS2-2023-2273 - Security Advisory 2023 September 27,ALAS2-2023-2273,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,bind-libs-lite_for_linux,32:9.11.4-26.P2.amzn2.13,CVE-2023-2828,High,ALAS2-2023-2112 - Security Advisory 2023 July 05,ALAS2-2023-2112,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,bind-libs-lite_for_linux,32:9.11.4-26.P2.amzn2.13,CVE-2023-3341,High,ALAS2-2023-2273 - Security Advisory 2023 September 27,ALAS2-2023-2273,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,bind-license_for_linux,32:9.11.4-26.P2.amzn2.13,CVE-2023-2828,High,ALAS2-2023-2112 - Security Advisory 2023 July 05,ALAS2-2023-2112,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,bind-license_for_linux,32:9.11.4-26.P2.amzn2.13,CVE-2023-3341,High,ALAS2-2023-2273 - Security Advisory 2023 September 27,ALAS2-2023-2273,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,bind-utils_for_linux,32:9.11.4-26.P2.amzn2.13,CVE-2023-2828,High,ALAS2-2023-2112 - Security Advisory 2023 July 05,ALAS2-2023-2112,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,bind-utils_for_linux,32:9.11.4-26.P2.amzn2.13,CVE-2023-3341,High,ALAS2-2023-2273 - Security Advisory 2023 September 27,ALAS2-2023-2273,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,binutils_for_linux,0:2.29.1-31.amzn2,CVE-2021-46174,High,ALAS2-2024-2401 - Security Advisory 2024 January 03,ALAS2-2024-2401,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,ca-certificates_for_linux,0:2021.2.50-72.amzn2.0.7,CVE-2023-37920,High,ALAS2-2023-2224 - Security Advisory 2023 August 31,ALAS2-2023-2224,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,cups-libs_for_linux,1:1.6.3-51.amzn2,CVE-2023-34241,High,ALAS2-2023-2109 - Security Advisory 2023 July 05,ALAS2-2023-2109,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,cups-libs_for_linux,1:1.6.3-51.amzn2,CVE-2023-4504,High,ALAS2-2023-2293 - Security Advisory 2023 October 12,ALAS2-2023-2293,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,curl_for_linux,0:7.88.1-1.amzn2.0.1,CVE-2023-27533,High,ALAS2-2023-2070 - Security Advisory 2023 June 05,ALAS2-2023-2070,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,curl_for_linux,0:7.88.1-1.amzn2.0.1,CVE-2023-27534,High,ALAS2-2023-2070 - Security Advisory 2023 June 05,ALAS2-2023-2070,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,curl_for_linux,0:7.88.1-1.amzn2.0.1,CVE-2023-27537,High,ALAS2-2023-2070 - Security Advisory 2023 June 05,ALAS2-2023-2070,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,curl_for_linux,0:7.88.1-1.amzn2.0.1,CVE-2023-38039,High,ALAS2-2023-2271 - Security Advisory 2023 September 27,ALAS2-2023-2271,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,curl_for_linux,0:7.88.1-1.amzn2.0.1,CVE-2023-38545,High,ALAS2-2023-2287 - Security Advisory 2023 October 10,ALAS2-2023-2287,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,expat_for_linux,0:2.1.0-15.amzn2.0.2,CVE-2022-23990,Critical,ALAS2-2023-2280 - Security Advisory 2023 September 27,ALAS2-2023-2280,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,fribidi_for_linux,0:1.0.2-1.amzn2.1,CVE-2022-25308,High,ALAS2-2023-2116 - Security Advisory 2023 July 05,ALAS2-2023-2116,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,glib2_for_linux,0:2.56.1-9.amzn2.0.3,CVE-2015-8390,High,ALAS2-2023-2107 - Security Advisory 2023 June 21,ALAS2-2023-2107,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,glib2_for_linux,0:2.56.1-9.amzn2.0.3,CVE-2015-8394,High,ALAS2-2023-2107 - Security Advisory 2023 June 21,ALAS2-2023-2107,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,gmp_for_linux,1:6.0.0-15.amzn2.0.2,CVE-2021-43618,High,ALAS2-2023-2369 - Security Advisory 2023 November 29,ALAS2-2023-2369,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2_for_linux,1:2.06-9.amzn2.0.3,CVE-2021-3695,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2_for_linux,1:2.06-9.amzn2.0.3,CVE-2021-3697,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2_for_linux,1:2.06-9.amzn2.0.3,CVE-2022-2601,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2_for_linux,1:2.06-9.amzn2.0.3,CVE-2022-28733,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2_for_linux,1:2.06-9.amzn2.0.3,CVE-2022-28734,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2_for_linux,1:2.06-9.amzn2.0.3,CVE-2022-3775,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2-common_for_linux,1:2.06-9.amzn2.0.3,CVE-2021-3695,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2-common_for_linux,1:2.06-9.amzn2.0.3,CVE-2021-3697,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2-common_for_linux,1:2.06-9.amzn2.0.3,CVE-2022-2601,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2-common_for_linux,1:2.06-9.amzn2.0.3,CVE-2022-28733,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2-common_for_linux,1:2.06-9.amzn2.0.3,CVE-2022-28734,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2-common_for_linux,1:2.06-9.amzn2.0.3,CVE-2022-3775,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2-efi-x64-ec2_for_linux,1:2.06-9.amzn2.0.3,CVE-2021-3695,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2-efi-x64-ec2_for_linux,1:2.06-9.amzn2.0.3,CVE-2021-3697,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2-efi-x64-ec2_for_linux,1:2.06-9.amzn2.0.3,CVE-2022-2601,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2-efi-x64-ec2_for_linux,1:2.06-9.amzn2.0.3,CVE-2022-28733,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2-efi-x64-ec2_for_linux,1:2.06-9.amzn2.0.3,CVE-2022-28734,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2-efi-x64-ec2_for_linux,1:2.06-9.amzn2.0.3,CVE-2022-3775,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2-pc_for_linux,1:2.06-9.amzn2.0.3,CVE-2021-3695,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2-pc_for_linux,1:2.06-9.amzn2.0.3,CVE-2021-3697,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2-pc_for_linux,1:2.06-9.amzn2.0.3,CVE-2022-2601,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2-pc_for_linux,1:2.06-9.amzn2.0.3,CVE-2022-28733,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2-pc_for_linux,1:2.06-9.amzn2.0.3,CVE-2022-28734,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2-pc_for_linux,1:2.06-9.amzn2.0.3,CVE-2022-3775,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2-pc-modules_for_linux,1:2.06-9.amzn2.0.3,CVE-2021-3695,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2-pc-modules_for_linux,1:2.06-9.amzn2.0.3,CVE-2021-3697,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2-pc-modules_for_linux,1:2.06-9.amzn2.0.3,CVE-2022-2601,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2-pc-modules_for_linux,1:2.06-9.amzn2.0.3,CVE-2022-28733,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2-pc-modules_for_linux,1:2.06-9.amzn2.0.3,CVE-2022-28734,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2-pc-modules_for_linux,1:2.06-9.amzn2.0.3,CVE-2022-3775,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2-tools_for_linux,1:2.06-9.amzn2.0.3,CVE-2021-3695,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2-tools_for_linux,1:2.06-9.amzn2.0.3,CVE-2021-3697,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
,linux-server-01,Linux,amazon_linux_2,x64,amazon,grub2-tools_for_linux,1:2.06-9.amzn2.0.3,CVE-2022-2601,High,ALAS2-2023-2146 - Security Advisory 2023 July 17,ALAS2-2023-2146,[],
